run,final result,time,result,states
"('i_15_18_17_2_25_FR', 'U1D', 'MCTS', True)",12.78,28.767,"((1.84, 0.011), (7.84, 0.254), (4.0, 0.507), (4.0, 0.693), (4.0, 0.875), (8.26, 1.058), (8.26, 1.242), (8.26, 1.427), (8.26, 1.607), (8.26, 1.79), (8.26, 1.971), (8.26, 2.155), (8.26, 2.338), (8.26, 2.523), (8.26, 2.707), (10.62, 2.892), (4.0, 3.08), (4.0, 3.263), (4.0, 3.449), (5.68, 3.633), (5.68, 3.82), (5.68, 4.003), (5.68, 4.187), (5.68, 4.368), (5.68, 4.551), (5.68, 4.736), (5.68, 4.926), (5.68, 5.113), (5.68, 5.302), (7.84, 5.52), (7.84, 5.769), (7.84, 5.99), (7.84, 6.198), (7.84, 6.422), (7.84, 6.647), (7.84, 6.901), (7.84, 7.17), (7.84, 7.48), (7.84, 7.747), (7.84, 8.031), (7.84, 8.405), (7.84, 8.735), (7.84, 9.049), (7.84, 9.463), (7.84, 9.826), (7.84, 10.172), (7.84, 10.608), (7.84, 10.97), (7.84, 11.358), (7.84, 11.756), (7.84, 12.241), (7.84, 12.64), (7.84, 13.032), (12.78, 13.426), (12.78, 13.968), (12.78, 14.363), (12.78, 14.753), (12.78, 15.169), (12.78, 15.572), (12.78, 16.141), (12.78, 16.536), (12.78, 16.948), (12.78, 17.294), (12.78, 17.664), (12.78, 18.056), (12.78, 18.434), (12.78, 18.989), (12.78, 19.34), (12.78, 19.727), (12.78, 20.038), (12.78, 20.358), (12.78, 20.734), (12.78, 21.085), (12.78, 21.424), (12.78, 21.715), (12.78, 22.044), (12.78, 22.602), (12.78, 22.895), (12.78, 23.211), (12.78, 23.508), (12.78, 23.796), (12.78, 24.139), (12.78, 24.435), (12.78, 24.714), (12.78, 24.975), (12.78, 25.235), (12.78, 25.506), (12.78, 25.764), (12.78, 26.001), (12.78, 26.224), (12.78, 26.479), (12.78, 26.728), (12.78, 26.974), (12.78, 27.207), (12.78, 27.445), (12.78, 27.664), (12.78, 27.922), (12.78, 28.152), (12.78, 28.355), (12.78, 28.554), (12.78, 28.767))",5000
"('i_15_18_17_2_25_FR', 'U1S', 'MCTS', True)",7.84,-,"((1.84, 0.052), (4.0, 1.592), (1.84, 4.066), (5.68, 4.866), (5.68, 5.662), (5.68, 6.439), (5.68, 7.217), (5.68, 8.001), (5.68, 8.87), (5.68, 9.656), (5.68, 10.456), (5.68, 11.262), (5.68, 12.104), (5.68, 12.919), (5.68, 13.761), (5.68, 14.586), (5.68, 15.381), (5.68, 16.228), (5.68, 17.069), (5.68, 17.897), (5.68, 18.721), (5.68, 19.551), (5.68, 20.324), (5.68, 21.186), (5.68, 22.006), (5.68, 22.794), (5.68, 23.594), (5.68, 24.36), (5.68, 25.28), (5.68, 26.233), (5.68, 27.401), (5.68, 28.606), (5.68, 29.865), (5.68, 31.191), (5.68, 32.53), (5.68, 34.168), (5.68, 35.948), (5.68, 37.714), (5.68, 39.632), (5.68, 41.824), (5.68, 44.053), (5.68, 46.412), (7.84, 48.728), (7.84, 50.95), (7.84, 53.423), (7.84, 56.135), (7.84, 59.183))",2316
"('i_15_18_17_2_25_FR', 'U1S', 'BFS', True)",16.19,-,"((16.19, 60.024),)",3844
"('i_15_18_17_2_25_FR', 'U1S', 'BNB', True)",7.84,-,"((7.84, 64.329),)",36
"('i_15_18_17_2_25_FR', 'U1S', 'BNBL', True)",16.19,-,"((16.19, 60.05),)",2308
"('i_15_18_17_2_25_FR', 'U1D', 'MCTS', False)",12.78,18.02,"((1.84, 0.008), (12.78, 0.167), (12.78, 0.325), (12.78, 0.504), (12.78, 0.703), (13.21, 0.89), (13.21, 1.12), (13.21, 1.278), (13.21, 1.439), (13.21, 1.592), (12.78, 1.747), (12.78, 1.9), (12.78, 2.049), (12.78, 2.2), (12.78, 2.35), (12.78, 2.499), (12.78, 2.654), (12.78, 2.806), (12.78, 2.961), (12.78, 3.118), (12.78, 3.277), (14.15, 3.43), (14.15, 3.593), (14.15, 3.753), (14.15, 3.91), (14.15, 4.068), (14.15, 4.225), (14.15, 4.393), (14.15, 4.555), (14.15, 4.722), (14.15, 4.89), (14.15, 5.062), (14.15, 5.238), (14.15, 5.412), (14.15, 5.587), (14.15, 5.768), (14.15, 5.948), (14.15, 6.123), (14.15, 6.342), (14.15, 6.517), (14.15, 6.699), (14.15, 6.876), (14.15, 7.063), (14.15, 7.252), (14.15, 7.444), (14.15, 7.623), (14.15, 7.817), (14.15, 8.055), (14.15, 8.238), (14.15, 8.43), (14.15, 8.627), (14.15, 8.818), (14.15, 9.014), (14.15, 9.205), (14.15, 9.406), (14.15, 9.602), (14.15, 9.864), (14.15, 10.063), (14.15, 10.257), (14.15, 10.452), (14.15, 10.653), (14.15, 10.867), (14.15, 11.062), (14.15, 11.256), (14.15, 11.459), (14.15, 11.655), (14.15, 11.912), (14.15, 12.107), (14.15, 12.294), (14.15, 12.477), (14.15, 12.658), (14.15, 12.841), (14.15, 13.029), (14.15, 13.225), (14.15, 13.41), (14.15, 13.59), (14.15, 13.771), (14.15, 13.962), (14.15, 14.147), (14.15, 14.329), (14.15, 14.517), (14.15, 14.693), (14.15, 14.874), (12.78, 15.132), (12.78, 15.319), (12.78, 15.492), (12.78, 15.666), (12.78, 15.834), (12.78, 16.008), (12.78, 16.18), (12.78, 16.354), (12.78, 16.52), (12.78, 16.695), (12.78, 16.866), (12.78, 17.032), (12.78, 17.193), (12.78, 17.367), (12.78, 17.541), (12.78, 17.696), (12.78, 17.859), (12.78, 18.02))",5000
"('i_15_18_17_2_25_FR', 'U1S', 'MCTS', False)",16.19,-,"((1.84, 0.047), (4.0, 1.662), (8.26, 3.137), (8.26, 5.017), (9.32, 7.363), (9.32, 9.53), (9.32, 11.299), (9.32, 12.763), (9.32, 14.13), (9.32, 15.49), (9.32, 16.907), (9.32, 18.268), (9.32, 19.654), (9.32, 21.038), (9.32, 22.45), (11.32, 23.879), (11.32, 25.262), (11.32, 26.626), (11.32, 28.04), (11.32, 29.398), (11.32, 30.756), (11.32, 32.147), (11.32, 33.534), (11.32, 35.118), (11.32, 36.569), (11.32, 38.045), (11.32, 39.662), (11.32, 41.18), (11.32, 42.778), (11.32, 44.39), (16.19, 45.989), (16.19, 47.648), (16.19, 49.339), (16.19, 50.954), (16.19, 52.683), (16.19, 54.359), (16.19, 56.217), (16.19, 57.922), (16.19, 59.738))",1909
"('i_15_18_17_2_25_FR', 'U1S', 'BFS', False)",19.21,-,"((19.21, 60.007),)",2404
"('i_15_18_17_2_25_FR', 'U1S', 'BNB', False)",12.78,-,"((12.78, 62.963),)",30
"('i_15_18_17_2_25_FR', 'U1S', 'BNBL', False)",19.17,-,"((19.17, 60.004),)",1499
